CO,Gas,Temp,Humidity,Pressure,Oxygen,Alert,Escape_Time
0.07,90.58,31.03,67.94,1012.03,19.11,Warning: Oxygen Fatigue (Low O2),60.0
0.06,88.71,31.03,67.91,1012.0,19.12,Warning: Oxygen Fatigue (Low O2),60.0
0.06,87.48,31.02,67.89,1012.02,19.12,Warning: Oxygen Fatigue (Low O2),60.0
0.07,88.4,31.02,67.87,1012.02,19.13,Warning: Oxygen Fatigue (Low O2),60.0
0.06,84.19,31.01,67.86,1012.01,19.09,Warning: Oxygen Fatigue (Low O2),60.0
0.06,85.37,31.01,67.84,1011.99,19.1,Warning: Oxygen Fatigue (Low O2),60.0
0.06,86.88,31.01,67.83,1012.02,19.08,Warning: Oxygen Fatigue (Low O2),60.0
0.06,85.37,31.0,67.83,1012.01,19.09,Warning: Oxygen Fatigue (Low O2),60.0
0.06,82.45,31.0,67.84,1012.0,19.08,Warning: Oxygen Fatigue (Low O2),60.0
0.06,82.73,31.0,67.84,1012.0,19.09,Warning: Oxygen Fatigue (Low O2),60.0
0.06,83.61,31.0,67.86,1012.0,19.08,Warning: Oxygen Fatigue (Low O2),60.0
0.06,84.19,31.0,67.87,1012.01,19.07,Warning: Oxygen Fatigue (Low O2),60.0
0.06,82.73,31.0,67.87,1011.98,19.09,Warning: Oxygen Fatigue (Low O2),60.0
0.06,91.85,31.0,67.87,1012.01,19.13,Warning: Oxygen Fatigue (Low O2),60.0
0.06,85.08,31.0,67.87,1011.99,19.15,Warning: Oxygen Fatigue (Low O2),60.0
0.06,81.02,31.0,67.88,1011.99,19.11,Warning: Oxygen Fatigue (Low O2),60.0
0.06,82.45,31.0,67.88,1011.98,19.1,Warning: Oxygen Fatigue (Low O2),60.0
0.05,81.02,31.01,67.89,1011.98,19.07,Warning: Oxygen Fatigue (Low O2),60.0
0.06,81.02,31.01,67.89,1011.98,19.12,Warning: Oxygen Fatigue (Low O2),60.0
0.05,81.3,31.01,67.89,1011.99,19.13,Warning: Oxygen Fatigue (Low O2),60.0
0.05,77.14,31.01,67.88,1012.01,19.11,Warning: Oxygen Fatigue (Low O2),60.0
0.06,81.02,31.01,67.88,1011.99,19.11,Warning: Oxygen Fatigue (Low O2),60.0
0.05,79.61,31.01,67.87,1011.98,19.09,Warning: Oxygen Fatigue (Low O2),60.0
0.05,79.34,31.01,67.86,1012.0,19.11,Warning: Oxygen Fatigue (Low O2),60.0
0.05,79.34,31.01,67.85,1011.98,19.08,Warning: Oxygen Fatigue (Low O2),60.0
0.05,77.69,31.02,67.85,1012.01,19.08,Warning: Oxygen Fatigue (Low O2),60.0
0.05,77.42,31.02,67.84,1011.97,19.11,Warning: Oxygen Fatigue (Low O2),60.0
0.05,77.42,31.02,67.85,1011.94,19.13,Warning: Oxygen Fatigue (Low O2),60.0
0.05,79.61,31.02,67.85,1011.93,19.12,Warning: Oxygen Fatigue (Low O2),60.0
0.05,75.8,31.02,67.84,1011.93,19.09,Warning: Oxygen Fatigue (Low O2),60.0
0.05,74.23,31.02,67.83,1011.95,19.07,Warning: Oxygen Fatigue (Low O2),60.0
0.05,73.19,31.03,67.83,1011.93,19.07,Warning: Oxygen Fatigue (Low O2),60.0
0.05,73.19,31.03,67.82,1011.95,19.08,Warning: Oxygen Fatigue (Low O2),60.0
0.05,76.61,31.03,67.8,1011.97,19.1,Warning: Oxygen Fatigue (Low O2),60.0
0.05,75.27,31.04,67.79,1011.93,19.11,Warning: Oxygen Fatigue (Low O2),60.0
0.05,79.34,31.04,67.77,1011.93,19.11,Warning: Oxygen Fatigue (Low O2),60.0
0.05,74.23,31.04,67.75,1011.92,19.11,Warning: Oxygen Fatigue (Low O2),60.0
0.05,74.23,31.05,67.74,1011.95,19.11,Warning: Oxygen Fatigue (Low O2),60.0
0.05,72.42,31.05,67.73,1011.95,19.12,Warning: Oxygen Fatigue (Low O2),60.0
0.05,72.68,31.05,67.72,1011.97,19.11,Warning: Oxygen Fatigue (Low O2),60.0
0.05,72.42,31.05,67.7,1011.98,19.1,Warning: Oxygen Fatigue (Low O2),60.0
0.05,72.42,31.06,67.69,1011.99,19.1,Warning: Oxygen Fatigue (Low O2),60.0
0.05,72.93,31.06,67.69,1011.99,19.05,Warning: Oxygen Fatigue (Low O2),60.0
0.05,70.91,31.06,67.67,1012.01,19.04,Warning: Oxygen Fatigue (Low O2),60.0
0.05,70.66,31.06,67.66,1011.97,19.05,Warning: Oxygen Fatigue (Low O2),60.0
0.05,72.93,31.06,67.65,1011.97,19.1,Warning: Oxygen Fatigue (Low O2),60.0
0.05,72.42,31.06,67.63,1011.95,19.1,Warning: Oxygen Fatigue (Low O2),60.0
0.05,71.41,31.06,67.63,1011.99,19.1,Warning: Oxygen Fatigue (Low O2),60.0
0.05,70.17,31.06,67.62,1011.98,19.08,Warning: Oxygen Fatigue (Low O2),60.0
0.05,69.19,31.06,67.64,1011.96,19.08,Warning: Oxygen Fatigue (Low O2),60.0
0.05,68.94,31.06,67.64,1012.01,19.04,Warning: Oxygen Fatigue (Low O2),60.0
0.04,68.7,31.06,67.64,1011.96,19.06,Warning: Oxygen Fatigue (Low O2),60.0
0.04,68.22,31.06,67.63,1011.92,19.1,Warning: Oxygen Fatigue (Low O2),60.0
0.05,69.68,31.06,67.63,1011.92,19.11,Warning: Oxygen Fatigue (Low O2),60.0
0.04,69.19,31.06,67.62,1011.92,19.09,Warning: Oxygen Fatigue (Low O2),60.0
0.04,65.39,31.06,67.62,1011.91,19.07,Warning: Oxygen Fatigue (Low O2),60.0
0.04,70.42,31.06,67.61,1011.94,19.08,Warning: Oxygen Fatigue (Low O2),60.0
0.05,67.03,31.05,67.61,1011.94,19.1,Warning: Oxygen Fatigue (Low O2),60.0
0.04,64.93,31.05,67.6,1011.91,19.09,Warning: Oxygen Fatigue (Low O2),60.0
0.04,67.03,31.05,67.59,1011.92,19.09,Warning: Oxygen Fatigue (Low O2),60.0
0.04,65.86,31.05,67.58,1011.92,19.08,Warning: Oxygen Fatigue (Low O2),60.0
0.04,65.16,31.05,67.57,1011.92,19.1,Warning: Oxygen Fatigue (Low O2),60.0
0.04,64.93,31.05,67.57,1011.93,19.1,Warning: Oxygen Fatigue (Low O2),60.0
0.04,64.25,31.04,67.57,1011.92,19.11,Warning: Oxygen Fatigue (Low O2),60.0
0.04,65.39,31.04,67.57,1011.93,19.13,Warning: Oxygen Fatigue (Low O2),60.0
0.04,64.7,31.04,67.57,1011.9,19.14,Warning: Oxygen Fatigue (Low O2),60.0
0.04,64.25,31.04,67.58,1011.93,19.16,Warning: Oxygen Fatigue (Low O2),60.0
0.04,64.02,31.04,67.58,1011.92,19.15,Warning: Oxygen Fatigue (Low O2),60.0
0.04,64.7,31.04,67.59,1011.96,19.16,Warning: Oxygen Fatigue (Low O2),60.0
0.04,64.25,31.04,67.59,1011.91,19.11,Warning: Oxygen Fatigue (Low O2),60.0
0.04,64.47,31.04,67.59,1011.9,19.12,Warning: Oxygen Fatigue (Low O2),60.0
1.37,446.18,31.25,65.32,1011.33,20.94,no,60.0
1.36,442.9,31.25,65.31,1011.34,20.91,no,60.0
1.36,422.07,31.25,65.3,1011.3,20.89,no,60.0
1.36,418.95,31.25,65.29,1011.31,20.9,no,60.0
1.36,431.57,31.25,65.27,1011.31,20.95,no,60.0
1.4,426.79,31.25,65.24,1011.31,20.96,no,60.0
1.36,418.95,31.25,65.2,1011.32,20.93,no,60.0
1.36,423.64,31.25,65.17,1011.32,20.92,no,60.0
1.37,422.07,31.25,65.14,1011.28,20.89,no,60.0
1.36,418.95,31.25,65.12,1011.32,20.88,no,60.0
1.37,423.64,31.25,65.1,1011.29,20.85,no,60.0
1.39,420.51,31.25,65.07,1011.28,20.88,no,60.0
1.39,431.57,31.24,65.05,1011.3,20.87,no,60.0
1.43,426.79,31.24,65.03,1011.31,20.89,no,60.0
1.39,423.64,31.24,65.0,1011.29,20.86,no,60.0
1.36,406.67,31.24,64.97,1011.31,20.85,no,60.0
1.39,417.39,31.25,64.94,1011.32,20.86,no,60.0
1.37,412.77,31.25,64.92,1011.31,20.89,no,60.0
1.4,426.79,31.25,64.89,1011.31,20.9,no,60.0
1.36,420.51,31.25,64.87,1011.3,20.88,no,60.0
1.42,423.64,31.25,64.84,1011.27,20.89,no,60.0
1.3,422.07,31.25,64.81,1011.29,20.88,no,60.0
1.35,420.51,31.25,64.78,1011.29,20.86,no,60.0
1.34,418.95,31.25,64.76,1011.26,20.83,no,60.0
1.35,417.39,31.25,64.75,1011.28,20.86,no,60.0
1.34,414.3,31.25,64.73,1011.28,20.89,no,60.0
1.34,415.85,31.25,64.71,1011.3,20.89,no,60.0
1.33,420.51,31.25,64.7,1011.3,20.86,no,60.0
1.35,417.39,31.25,64.69,1011.31,20.84,no,60.0
1.35,420.51,31.24,64.68,1011.3,20.83,no,60.0
1.33,417.39,31.24,64.67,1011.28,20.82,no,60.0
1.35,406.67,31.24,64.66,1011.28,20.82,no,60.0
1.35,420.51,31.24,64.64,1011.31,20.87,no,60.0
1.35,420.51,31.23,64.63,1011.27,20.88,no,60.0
1.34,414.3,31.23,64.61,1011.28,20.92,no,60.0
1.34,414.3,31.23,64.6,1011.25,20.91,no,60.0
1.33,420.51,31.23,64.59,1011.29,20.91,no,60.0
1.31,420.51,31.23,64.58,1011.27,20.88,no,60.0
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),60.0
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),60.0
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),60.0
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),60.0
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),60.0
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),60.0
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),60.0
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),60.0
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),60.0
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),44.8
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),44.8
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),44.8
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),44.8
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),44.8
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),44.8
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),44.8
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),44.8
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),44.8
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),44.8
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),44.8
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),44.8
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),44.8
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),44.8
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),44.8
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),44.8
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),44.8
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),44.8
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),44.8
0.19,246.6,31.18,64.33,1011.15,19.14,Warning: Oxygen Fatigue (Low O2),44.6
0.18,250.65,31.18,64.33,1011.12,19.12,Warning: Oxygen Fatigue (Low O2),43.9
0.18,258.93,31.18,64.33,1011.13,19.11,Warning: Oxygen Fatigue (Low O2),42.5
0.17,258.93,31.18,64.33,1011.11,19.1,Warning: Oxygen Fatigue (Low O2),40.1
0.16,259.98,31.18,64.33,1011.19,19.1,Warning: Oxygen Fatigue (Low O2),36.7
0.17,272.89,31.18,64.33,1011.16,19.12,Warning: Oxygen Fatigue (Low O2),32.6
0.15,264.22,31.18,64.33,1011.12,19.12,Warning: Oxygen Fatigue (Low O2),28.3
0.16,273.99,31.18,64.33,1011.13,20.08,no,24.3
0.14,264.22,31.18,64.33,1011.17,20.24,no,21.1
0.12,252.7,31.19,64.32,1011.19,20.76,no,19.1
0.12,252.7,31.19,64.31,1011.2,20.48,no,18.3
0.12,258.93,31.19,64.3,1011.2,20.8,no,18.4
0.12,267.44,31.19,64.29,1011.18,20.8,no,19.6
0.13,270.7,31.2,64.27,1011.16,20.81,no,21.8
0.12,265.29,31.2,64.26,1011.17,20.79,no,25.0
0.12,277.32,31.2,64.24,1011.19,20.75,no,29.0
0.12,272.89,31.21,64.23,1011.18,20.75,no,33.5
0.12,266.36,31.21,64.23,1011.17,20.75,no,37.6
0.11,276.2,31.21,64.22,1011.17,20.77,no,41.1
0.11,272.89,31.22,64.21,1011.2,20.8,no,43.7
0.12,285.22,31.22,64.19,1011.17,20.81,no,46.0
0.12,280.68,31.22,64.18,1011.16,20.82,no,47.6
0.11,284.08,31.22,64.18,1011.19,20.8,no,48.7
0.12,287.52,31.23,64.18,1011.15,20.83,no,49.5
0.12,286.37,31.23,64.18,1011.15,20.82,no,50.1
0.11,285.22,31.23,64.19,1011.13,20.85,no,50.7
0.11,284.08,31.24,64.19,1011.14,20.83,no,51.2
0.11,290.99,31.24,64.19,1011.14,20.82,no,51.8
0.11,287.52,31.24,64.2,1011.14,20.8,no,52.3
0.11,295.68,31.24,64.2,1011.16,20.8,no,52.7
0.12,298.05,31.25,64.19,1011.14,20.82,no,53.1
0.1,289.83,31.25,64.2,1011.13,20.85,no,53.4
0.1,271.79,31.26,64.22,1011.13,20.91,no,53.6
0.1,286.37,31.26,64.24,1011.14,20.94,no,53.8
0.1,290.99,31.26,64.26,1011.14,20.92,no,54.0
0.1,293.33,31.26,64.27,1011.12,20.87,no,54.2
0.1,287.52,31.27,64.29,1011.11,20.85,no,54.5
0.1,288.67,31.27,64.32,1011.1,20.84,no,54.8
0.1,293.33,31.27,64.33,1011.08,20.85,no,55.2
0.1,287.52,31.27,64.35,1011.09,20.85,no,55.6
0.1,289.83,31.27,64.36,1011.12,20.85,no,55.9
0.1,289.83,31.27,64.37,1011.1,20.87,no,56.0
0.1,290.99,31.27,64.37,1011.09,20.87,no,56.2
0.1,288.67,31.27,64.37,1011.09,20.88,no,56.1
0.1,298.05,31.43,64.89,1011.04,20.87,no,56.0
0.1,295.68,31.65,65.41,1011.06,20.86,no,55.9
0.1,302.84,31.89,65.89,1011.04,20.85,no,55.8
0.08,286.37,32.03,65.58,1011.06,20.85,no,55.9
0.08,287.52,32.11,65.15,1011.07,20.87,no,55.9
0.07,288.67,32.15,64.79,1011.08,20.89,no,56.0
0.08,287.52,32.16,64.5,1011.1,20.89,no,56.0
0.07,289.83,32.15,64.27,1011.1,20.87,no,56.1
0.08,293.33,32.13,64.1,1011.11,20.85,no,56.2
0.08,300.44,32.1,63.96,1011.06,20.84,no,56.3
0.08,290.99,32.07,63.86,1011.06,20.82,no,56.4
0.08,293.33,32.03,63.79,1011.06,20.81,no,56.5
0.07,280.68,31.99,63.77,1011.08,20.83,no,56.5
0.07,276.2,31.94,63.76,1011.09,20.86,no,56.6
0.08,287.52,31.9,63.78,1011.07,20.87,no,56.6
0.08,282.94,31.86,63.78,1011.08,20.86,no,56.5
0.08,288.67,31.82,63.82,1011.05,20.87,no,56.4
0.06,224.43,31.78,63.88,1011.08,20.9,no,56.2
0.06,217.14,31.74,63.94,1011.09,20.92,no,56.2
0.06,219.85,31.71,63.98,1011.08,20.94,no,56.1
0.07,233.84,31.67,64.02,1011.09,20.92,no,56.1
0.07,238.68,31.64,64.09,1011.07,20.91,no,56.1
0.07,251.67,31.61,64.12,1011.06,20.9,no,56.2
0.07,252.7,31.59,64.14,1011.06,20.91,no,56.3
0.07,262.09,31.57,64.17,1011.07,20.88,no,56.2
0.07,264.22,31.55,64.18,1011.06,20.84,no,56.0
0.07,259.98,31.54,64.18,1011.04,20.8,no,55.5
0.07,266.36,31.52,64.17,1011.02,20.81,no,55.2
0.07,272.89,31.51,64.18,1011.01,20.8,no,55.0
0.07,272.89,31.5,64.19,1011.01,20.81,no,54.8
0.07,275.1,31.5,64.22,1010.99,20.79,no,54.6
0.07,272.89,31.49,64.23,1011.09,20.8,no,54.5
0.07,280.68,31.48,64.22,1011.01,20.81,no,54.2
0.07,272.89,31.47,64.2,1011.03,20.82,no,53.9
0.07,284.08,31.47,64.19,1011.02,20.81,no,53.7
0.07,280.68,31.47,64.19,1011.01,20.76,no,53.4
0.07,279.56,31.46,64.2,1010.99,20.74,no,53.4
0.07,281.81,31.46,64.19,1011.02,20.75,no,53.3
0.07,280.68,31.46,64.16,1011.04,20.8,no,53.3
0.07,280.68,31.46,64.13,1011.08,20.79,no,53.3
0.07,284.08,31.46,64.1,1011.04,20.81,no,53.2
0.07,281.81,31.46,64.07,1011.03,20.78,no,53.2
0.07,287.52,31.46,64.05,1011.0,20.79,no,53.1
0.07,288.67,31.46,64.03,1011.01,20.79,no,53.0
0.07,285.22,31.46,64.0,1010.99,20.78,no,52.9
0.07,286.37,31.46,63.98,1011.03,20.78,no,52.9
0.07,287.52,31.47,63.96,1010.99,20.78,no,53.0
0.07,287.52,31.47,63.93,1011.0,20.78,no,53.1
0.07,286.37,31.48,63.9,1011.02,20.75,no,53.2
0.07,285.22,31.48,63.89,1011.0,20.77,no,53.3
0.07,287.52,31.48,63.89,1010.98,20.8,no,53.3
0.07,287.52,31.49,63.87,1011.03,20.84,no,53.3
0.07,287.52,31.49,63.85,1011.03,20.85,no,53.3
0.07,287.52,31.49,63.81,1011.02,20.81,no,53.3
0.07,284.08,31.5,63.78,1011.04,20.82,no,53.4
0.07,287.52,31.5,63.73,1011.04,20.81,no,53.4
0.07,286.37,31.5,63.7,1011.04,20.82,no,53.6
0.07,287.52,31.51,63.67,1011.02,20.77,no,53.8
0.07,287.52,31.51,63.65,1011.02,20.77,no,54.0
0.07,290.99,31.51,63.64,1011.03,20.78,no,54.2
0.07,287.52,31.51,63.62,1011.02,20.79,no,54.4
0.07,285.22,31.51,63.62,1011.02,20.78,no,54.4
0.07,285.22,31.51,63.61,1011.03,20.8,no,54.3
0.07,287.52,31.51,63.6,1011.02,20.8,no,54.1
0.06,168.77,31.51,63.59,1011.02,20.64,no,54.0
0.06,154.9,31.51,63.59,1011.05,20.18,no,53.8
0.06,161.71,31.51,63.59,1011.01,19.76,no,53.3
0.06,167.34,31.52,63.59,1011.03,19.51,no,52.6
0.06,162.4,31.52,63.59,1011.01,19.47,Warning: Oxygen Fatigue (Low O2),51.2
0.07,207.45,31.52,63.59,1011.02,19.52,no,49.0
0.08,286.37,31.52,63.59,1011.02,19.78,no,45.8
0.09,317.63,31.52,63.58,1011.01,20.16,no,41.7
0.1,339.68,31.52,63.58,1011.0,20.48,no,37.2
0.1,360.27,31.53,63.58,1010.98,20.62,no,32.7
0.1,370.25,31.53,63.59,1010.97,20.7,no,29.4
0.1,379.01,31.53,63.59,1010.96,20.74,no,27.5
0.09,377.54,31.54,63.59,1010.95,20.75,no,27.2
0.09,386.45,31.54,63.59,1010.96,20.78,no,28.6
0.09,389.46,31.54,63.59,1010.99,20.78,no,31.6
0.09,390.98,31.55,63.58,1010.93,20.8,no,35.8
0.09,386.45,31.55,63.58,1010.97,20.81,no,40.3
0.09,379.01,31.55,63.58,1010.95,20.82,no,44.6
0.09,379.01,31.56,63.57,1010.96,20.82,no,48.3
0.09,386.45,31.56,63.56,1010.96,20.82,no,51.4
0.09,377.54,31.56,63.56,1010.97,20.83,no,53.7
0.09,377.54,31.56,63.56,1010.94,20.82,no,55.6
0.09,360.27,31.56,63.55,1010.95,20.83,no,56.9
0.07,356.06,31.56,63.55,1010.96,20.82,no,57.9
0.08,370.25,31.57,63.55,1010.96,20.81,no,58.5
0.08,370.25,31.57,63.54,1010.97,20.81,no,58.9
0.08,365.94,31.57,63.54,1010.97,20.83,no,59.3
0.08,374.61,31.57,63.55,1010.95,20.82,no,59.5
0.08,370.25,31.57,63.56,1010.92,20.8,no,59.6
0.08,370.25,31.57,63.55,1010.94,20.78,no,59.7
0.08,370.25,31.57,63.56,1010.91,20.8,no,59.8
0.08,370.25,31.57,63.57,1010.9,20.81,no,59.7
0.09,374.61,31.57,63.58,1010.91,20.81,no,59.7
0.09,373.15,31.57,63.6,1010.94,20.82,no,59.7
0.08,371.7,31.58,63.61,1010.91,20.82,no,59.8
0.08,370.25,31.58,63.62,1010.97,20.84,no,59.8
0.09,376.07,31.58,63.62,1010.95,20.83,no,59.8
0.08,371.7,31.58,63.63,1010.92,20.83,no,59.7
0.08,370.25,31.59,63.64,1010.96,20.82,no,59.8
0.08,371.7,31.59,63.65,1010.92,20.83,no,59.9
0.08,367.38,31.59,63.65,1010.88,20.84,no,59.9
0.08,363.1,31.6,63.64,1010.93,20.83,no,59.9
0.08,370.25,31.6,63.63,1010.9,20.85,no,59.9
0.08,363.1,31.6,63.63,1010.92,20.83,no,60.0
0.08,367.38,31.61,63.61,1010.89,20.83,no,60.0
0.08,365.94,31.62,63.58,1010.91,20.83,no,60.0
0.08,368.81,31.62,63.56,1010.91,20.87,no,60.0
0.08,370.25,31.63,63.54,1010.93,20.88,no,60.0
0.08,367.38,31.63,63.53,1010.93,20.87,no,60.0
0.08,370.25,31.64,63.52,1010.92,20.85,no,60.0
0.08,363.1,31.64,63.52,1010.92,20.85,no,60.0
0.08,357.46,31.65,63.51,1010.94,20.86,no,60.0
0.08,365.94,31.65,63.48,1010.95,20.86,no,60.0
0.08,357.46,31.65,63.47,1010.93,20.85,no,60.0
0.08,360.27,31.65,63.45,1010.92,20.84,no,60.0
0.08,361.68,31.65,63.42,1010.95,20.84,no,60.0
0.07,358.86,31.66,63.4,1010.96,20.87,no,60.0
0.08,351.9,31.66,63.37,1010.94,20.89,no,60.0
0.08,361.68,31.66,63.36,1010.96,20.9,no,60.0
0.08,354.67,31.66,63.36,1010.95,20.9,no,60.0
0.07,354.67,31.67,63.36,1010.93,20.88,no,60.0
0.08,357.46,31.67,63.37,1010.93,20.85,no,60.0
0.07,364.52,31.67,63.37,1010.92,20.85,no,60.0
0.07,357.46,31.67,63.37,1010.92,20.84,no,60.0
0.08,351.9,31.68,63.35,1010.92,20.88,no,60.0
0.07,360.27,31.68,63.33,1010.94,20.88,no,60.0
0.08,351.9,31.68,63.31,1010.91,20.86,no,60.0
0.08,350.53,31.68,63.3,1010.91,20.83,no,60.0
0.08,349.15,31.68,63.28,1010.9,20.82,no,60.0
0.07,350.53,31.68,63.26,1010.92,20.83,no,60.0
0.07,347.79,31.68,63.25,1010.92,20.84,no,60.0
0.07,349.15,31.68,63.23,1010.91,20.87,no,60.0
0.08,354.67,31.68,63.22,1010.91,20.87,no,60.0
0.07,354.67,31.68,63.19,1010.89,20.86,no,60.0
0.07,343.71,31.68,63.15,1010.93,20.86,no,60.0
0.07,347.79,31.68,63.13,1010.9,20.87,no,59.9
0.07,345.06,31.68,63.1,1010.91,20.89,no,59.9
0.07,347.79,31.68,63.08,1010.94,20.89,no,59.9
0.07,346.42,31.68,63.06,1010.91,20.89,no,60.0
0.07,341.02,31.68,63.05,1010.91,20.87,no,60.0
0.07,341.02,31.68,63.04,1010.9,20.87,no,60.0
0.07,349.15,31.68,63.04,1010.89,20.86,no,60.0
0.07,326.55,31.68,63.41,1010.92,20.84,no,60.0
0.07,323.98,31.69,63.57,1010.92,20.79,no,60.0
0.07,323.98,31.69,63.58,1010.92,20.78,no,60.0
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),60.0
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),60.0
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),60.0
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),60.0
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),60.0
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),60.0
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),60.0
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),60.0
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),60.0
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),44.7
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),44.7
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),44.7
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),44.7
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),44.7
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),44.7
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),44.7
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),44.7
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),44.7
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),44.7
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),44.7
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),44.7
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),44.7
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),44.7
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),44.7
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),44.7
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),44.7
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),44.7
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),44.7
0.48,395.94,31.76,62.37,1010.71,19.1,Warning: Oxygen Fatigue (Low O2),44.1
0.49,400.79,31.76,62.36,1010.7,19.1,Warning: Oxygen Fatigue (Low O2),42.8
0.49,395.94,31.76,62.33,1010.72,19.14,Warning: Oxygen Fatigue (Low O2),40.9
0.46,395.94,31.76,62.27,1010.72,19.16,Warning: Oxygen Fatigue (Low O2),38.5
0.49,392.73,31.76,62.22,1010.73,19.18,Warning: Oxygen Fatigue (Low O2),35.7
0.47,395.94,31.76,62.17,1010.73,19.16,Warning: Oxygen Fatigue (Low O2),32.6
0.48,395.94,31.76,62.14,1010.71,19.16,Warning: Oxygen Fatigue (Low O2),29.4
0.48,387.96,31.76,62.11,1010.75,19.17,Warning: Oxygen Fatigue (Low O2),26.6
0.45,378.58,31.76,62.12,1010.72,19.19,Warning: Oxygen Fatigue (Low O2),24.2
0.45,373.97,31.76,62.18,1010.71,19.18,Warning: Oxygen Fatigue (Low O2),22.3
0.45,375.5,31.76,62.18,1010.71,19.15,Warning: Oxygen Fatigue (Low O2),21.0
0.46,372.44,31.76,62.17,1010.7,19.14,Warning: Oxygen Fatigue (Low O2),20.0
0.45,372.44,31.76,62.15,1010.72,19.16,Warning: Oxygen Fatigue (Low O2),19.4
0.46,378.58,31.76,62.15,1010.7,19.21,Warning: Oxygen Fatigue (Low O2),18.9
0.46,377.04,31.76,62.14,1010.68,19.22,Warning: Oxygen Fatigue (Low O2),18.5
0.47,387.96,31.77,62.15,1010.72,19.25,Warning: Oxygen Fatigue (Low O2),18.3
0.46,375.5,31.77,62.15,1010.71,19.26,Warning: Oxygen Fatigue (Low O2),18.1
0.47,380.13,31.77,62.16,1010.69,19.23,Warning: Oxygen Fatigue (Low O2),18.1
0.47,381.69,31.77,62.17,1010.7,19.18,Warning: Oxygen Fatigue (Low O2),18.1
