CO,Gas,Temp,Humidity,Pressure,Oxygen,Alert,Escape_Time
0.37,284.41,29.92,73.79,1012.79,19.1,Warning: Oxygen Fatigue (Low O2)|Warning: High Humidity (Respiratory Risk),60.0
0.36,283.38,29.92,73.79,1012.83,19.1,Warning: Oxygen Fatigue (Low O2)|Warning: High Humidity (Respiratory Risk),60.0
0.37,280.32,29.93,73.78,1012.83,19.09,Warning: Oxygen Fatigue (Low O2)|Warning: High Humidity (Respiratory Risk),60.0
0.37,284.41,29.93,73.77,1012.83,19.09,Warning: Oxygen Fatigue (Low O2)|Warning: High Humidity (Respiratory Risk),60.0
0.36,280.32,29.93,73.76,1012.83,19.09,Warning: Oxygen Fatigue (Low O2)|Warning: High Humidity (Respiratory Risk),60.0
0.35,281.33,29.94,73.76,1012.82,19.11,Warning: Oxygen Fatigue (Low O2)|Warning: High Humidity (Respiratory Risk),60.0
0.38,283.38,29.94,73.76,1012.82,19.09,Warning: Oxygen Fatigue (Low O2)|Warning: High Humidity (Respiratory Risk),60.0
0.36,289.61,29.95,73.75,1012.83,19.1,Warning: Oxygen Fatigue (Low O2)|Warning: High Humidity (Respiratory Risk),60.0
0.37,282.36,29.95,73.73,1012.84,19.11,Warning: Oxygen Fatigue (Low O2)|Warning: High Humidity (Respiratory Risk),60.0
0.36,280.32,29.95,73.72,1012.82,19.14,Warning: Oxygen Fatigue (Low O2)|Warning: High Humidity (Respiratory Risk),60.0
0.36,286.48,29.96,73.71,1012.82,19.11,Warning: Oxygen Fatigue (Low O2)|Warning: High Humidity (Respiratory Risk),60.0
0.35,260.64,29.96,73.71,1012.85,19.1,Warning: Oxygen Fatigue (Low O2)|Warning: High Humidity (Respiratory Risk),60.0
0.35,287.52,29.96,73.7,1012.84,19.09,Warning: Oxygen Fatigue (Low O2)|Warning: High Humidity (Respiratory Risk),60.0
0.37,260.64,29.97,73.68,1012.85,19.09,Warning: Oxygen Fatigue (Low O2)|Warning: High Humidity (Respiratory Risk),60.0
0.35,286.48,29.97,73.67,1012.83,19.1,Warning: Oxygen Fatigue (Low O2)|Warning: High Humidity (Respiratory Risk),60.0
0.37,288.56,29.97,73.66,1012.83,19.11,Warning: Oxygen Fatigue (Low O2)|Warning: High Humidity (Respiratory Risk),60.0
0.36,284.41,29.97,73.64,1012.85,19.11,Warning: Oxygen Fatigue (Low O2)|Warning: High Humidity (Respiratory Risk),60.0
0.35,260.64,29.97,73.63,1012.82,19.1,Warning: Oxygen Fatigue (Low O2)|Warning: High Humidity (Respiratory Risk),60.0
0.36,284.41,29.98,73.62,1012.82,19.1,Warning: Oxygen Fatigue (Low O2)|Warning: High Humidity (Respiratory Risk),60.0
0.35,288.56,29.98,73.61,1012.85,19.1,Warning: Oxygen Fatigue (Low O2)|Warning: High Humidity (Respiratory Risk),60.0
0.35,281.33,29.98,73.6,1012.82,19.1,Warning: Oxygen Fatigue (Low O2)|Warning: High Humidity (Respiratory Risk),60.0
0.35,260.64,29.98,73.59,1012.81,19.1,Warning: Oxygen Fatigue (Low O2)|Warning: High Humidity (Respiratory Risk),60.0
0.36,284.41,29.98,73.58,1012.83,19.1,Warning: Oxygen Fatigue (Low O2)|Warning: High Humidity (Respiratory Risk),60.0
0.35,279.3,29.98,73.58,1012.83,19.09,Warning: Oxygen Fatigue (Low O2)|Warning: High Humidity (Respiratory Risk),60.0
0.36,290.66,29.98,73.58,1012.83,19.1,Warning: Oxygen Fatigue (Low O2)|Warning: High Humidity (Respiratory Risk),60.0
0.36,284.41,29.98,73.59,1012.85,19.1,Warning: Oxygen Fatigue (Low O2)|Warning: High Humidity (Respiratory Risk),60.0
0.37,284.41,29.98,73.59,1012.83,19.1,Warning: Oxygen Fatigue (Low O2)|Warning: High Humidity (Respiratory Risk),60.0
0.35,294.9,29.98,73.6,1012.84,19.1,Warning: Oxygen Fatigue (Low O2)|Warning: High Humidity (Respiratory Risk),60.0
0.36,297.04,29.98,73.6,1012.84,19.09,Warning: Oxygen Fatigue (Low O2)|Warning: High Humidity (Respiratory Risk),60.0
0.35,290.66,29.98,73.61,1012.85,19.12,Warning: Oxygen Fatigue (Low O2)|Warning: High Humidity (Respiratory Risk),60.0
0.37,291.71,29.97,73.65,1012.86,19.14,Warning: Oxygen Fatigue (Low O2)|Warning: High Humidity (Respiratory Risk),60.0
0.35,282.36,29.97,73.66,1012.88,19.14,Warning: Oxygen Fatigue (Low O2)|Warning: High Humidity (Respiratory Risk),60.0
0.37,279.3,29.96,73.71,1012.88,19.1,Warning: Oxygen Fatigue (Low O2)|Warning: High Humidity (Respiratory Risk),60.0
0.35,260.64,29.96,73.73,1012.94,19.1,Warning: Oxygen Fatigue (Low O2)|Warning: High Humidity (Respiratory Risk),60.0
0.35,286.48,29.96,73.76,1012.89,19.14,Warning: Oxygen Fatigue (Low O2)|Warning: High Humidity (Respiratory Risk),60.0
0.35,287.52,29.96,73.79,1012.93,19.15,Warning: Oxygen Fatigue (Low O2)|Warning: High Humidity (Respiratory Risk),60.0
0.36,282.36,29.95,73.8,1012.91,19.13,Warning: Oxygen Fatigue (Low O2)|Warning: High Humidity (Respiratory Risk),60.0
0.37,293.83,29.95,73.81,1012.95,19.13,Warning: Oxygen Fatigue (Low O2)|Warning: High Humidity (Respiratory Risk),60.0
0.35,294.9,29.95,73.82,1012.95,19.15,Warning: Oxygen Fatigue (Low O2)|Warning: High Humidity (Respiratory Risk),60.0
0.36,291.71,29.94,73.83,1012.92,19.18,Warning: Oxygen Fatigue (Low O2)|Warning: High Humidity (Respiratory Risk),60.0
0.35,282.36,29.94,73.84,1012.93,19.17,Warning: Oxygen Fatigue (Low O2)|Warning: High Humidity (Respiratory Risk),60.0
0.36,280.32,29.94,73.86,1012.93,19.16,Warning: Oxygen Fatigue (Low O2)|Warning: High Humidity (Respiratory Risk),60.0
0.34,260.64,29.94,73.88,1012.91,19.15,Warning: Oxygen Fatigue (Low O2)|Warning: High Humidity (Respiratory Risk),60.0
0.35,260.64,29.93,73.89,1012.92,19.14,Warning: Oxygen Fatigue (Low O2)|Warning: High Humidity (Respiratory Risk),60.0
0.35,260.64,29.93,73.9,1012.92,19.14,Warning: Oxygen Fatigue (Low O2)|Warning: High Humidity (Respiratory Risk),60.0
0.34,281.33,29.93,73.91,1012.9,19.14,Warning: Oxygen Fatigue (Low O2)|Warning: High Humidity (Respiratory Risk),60.0
0.34,260.64,29.93,73.92,1012.87,19.16,Warning: Oxygen Fatigue (Low O2)|Warning: High Humidity (Respiratory Risk),60.0
0.35,260.64,29.93,73.93,1012.89,19.15,Warning: Oxygen Fatigue (Low O2)|Warning: High Humidity (Respiratory Risk),60.0
0.36,260.64,29.93,73.95,1012.93,19.14,Warning: Oxygen Fatigue (Low O2)|Warning: High Humidity (Respiratory Risk),60.0
0.34,282.36,29.93,73.96,1012.93,19.12,Warning: Oxygen Fatigue (Low O2)|Warning: High Humidity (Respiratory Risk),60.0
0.35,260.64,29.93,73.97,1012.94,19.1,Warning: Oxygen Fatigue (Low O2)|Warning: High Humidity (Respiratory Risk),60.0
0.34,278.29,29.94,73.97,1012.92,19.1,Warning: Oxygen Fatigue (Low O2)|Warning: High Humidity (Respiratory Risk),60.0
0.34,260.64,29.94,73.97,1012.91,19.11,Warning: Oxygen Fatigue (Low O2)|Warning: High Humidity (Respiratory Risk),60.0
0.33,260.64,29.94,73.98,1012.93,19.12,Warning: Oxygen Fatigue (Low O2)|Warning: High Humidity (Respiratory Risk),60.0
0.35,284.41,29.94,73.98,1012.93,19.11,Warning: Oxygen Fatigue (Low O2)|Warning: High Humidity (Respiratory Risk),60.0
0.34,260.64,29.93,73.99,1012.93,19.12,Warning: Oxygen Fatigue (Low O2)|Warning: High Humidity (Respiratory Risk),60.0
0.35,260.64,29.93,74.02,1012.93,19.13,Warning: Oxygen Fatigue (Low O2)|Warning: High Humidity (Respiratory Risk),60.0
0.34,260.64,29.93,74.04,1012.95,19.13,Warning: Oxygen Fatigue (Low O2)|Warning: High Humidity (Respiratory Risk),60.0
0.34,260.64,29.94,74.06,1012.93,19.13,Warning: Oxygen Fatigue (Low O2)|Warning: High Humidity (Respiratory Risk),60.0
0.32,280.32,29.94,74.05,1012.93,19.11,Warning: Oxygen Fatigue (Low O2)|Warning: High Humidity (Respiratory Risk),60.0
0.34,260.64,29.94,74.05,1012.96,19.1,Warning: Oxygen Fatigue (Low O2)|Warning: High Humidity (Respiratory Risk),60.0
0.35,260.64,29.94,74.04,1012.95,19.1,Warning: Oxygen Fatigue (Low O2)|Warning: High Humidity (Respiratory Risk),60.0
0.34,279.3,29.95,74.05,1012.92,19.09,Warning: Oxygen Fatigue (Low O2)|Warning: High Humidity (Respiratory Risk),60.0
0.34,283.38,29.95,74.06,1012.93,19.09,Warning: Oxygen Fatigue (Low O2)|Warning: High Humidity (Respiratory Risk),60.0
0.34,260.64,29.95,74.07,1012.91,19.11,Warning: Oxygen Fatigue (Low O2)|Warning: High Humidity (Respiratory Risk),60.0
0.34,260.64,29.95,74.09,1012.91,19.1,Warning: Oxygen Fatigue (Low O2)|Warning: High Humidity (Respiratory Risk),60.0
0.34,280.32,29.95,74.1,1012.93,19.11,Warning: Oxygen Fatigue (Low O2)|Warning: High Humidity (Respiratory Risk),60.0
0.35,279.3,29.95,74.09,1012.91,19.1,Warning: Oxygen Fatigue (Low O2)|Warning: High Humidity (Respiratory Risk),60.0
0.34,260.64,29.95,74.1,1012.91,19.12,Warning: Oxygen Fatigue (Low O2)|Warning: High Humidity (Respiratory Risk),60.0
0.33,286.48,29.95,74.1,1012.89,19.12,Warning: Oxygen Fatigue (Low O2)|Warning: High Humidity (Respiratory Risk),60.0
0.33,260.64,29.94,74.09,1012.92,19.13,Warning: Oxygen Fatigue (Low O2)|Warning: High Humidity (Respiratory Risk),60.0
0.34,260.64,29.94,74.11,1012.93,19.14,Warning: Oxygen Fatigue (Low O2)|Warning: High Humidity (Respiratory Risk),60.0
0.32,260.64,29.93,74.13,1012.87,19.13,Warning: Oxygen Fatigue (Low O2)|Warning: High Humidity (Respiratory Risk),60.0
0.33,260.64,29.93,74.16,1012.89,19.12,Warning: Oxygen Fatigue (Low O2)|Warning: High Humidity (Respiratory Risk),60.0
0.34,260.64,29.92,74.2,1012.9,19.11,Warning: Oxygen Fatigue (Low O2)|Warning: High Humidity (Respiratory Risk),60.0
0.33,260.64,29.92,74.21,1012.91,19.11,Warning: Oxygen Fatigue (Low O2)|Warning: High Humidity (Respiratory Risk),60.0
0.33,280.32,29.91,74.24,1012.93,19.13,Warning: Oxygen Fatigue (Low O2)|Warning: High Humidity (Respiratory Risk),60.0
0.33,260.64,29.91,74.26,1012.94,19.13,Warning: Oxygen Fatigue (Low O2)|Warning: High Humidity (Respiratory Risk),60.0
0.32,260.64,29.91,74.29,1012.97,19.11,Warning: Oxygen Fatigue (Low O2)|Warning: High Humidity (Respiratory Risk),60.0
0.32,283.38,29.92,74.28,1012.98,19.09,Warning: Oxygen Fatigue (Low O2)|Warning: High Humidity (Respiratory Risk),60.0
0.32,288.56,29.93,74.26,1012.99,19.09,Warning: Oxygen Fatigue (Low O2)|Warning: High Humidity (Respiratory Risk),60.0
0.31,260.64,29.94,74.25,1013.0,19.1,Warning: Oxygen Fatigue (Low O2)|Warning: High Humidity (Respiratory Risk),60.0
0.32,260.64,29.95,74.22,1012.96,19.11,Warning: Oxygen Fatigue (Low O2)|Warning: High Humidity (Respiratory Risk),60.0
0.31,260.64,29.96,74.16,1012.99,19.11,Warning: Oxygen Fatigue (Low O2)|Warning: High Humidity (Respiratory Risk),60.0
0.3,260.64,29.96,74.11,1013.04,19.12,Warning: Oxygen Fatigue (Low O2)|Warning: High Humidity (Respiratory Risk),60.0
0.29,260.64,29.97,74.07,1012.97,19.13,Warning: Oxygen Fatigue (Low O2)|Warning: High Humidity (Respiratory Risk),60.0
0.31,260.64,29.98,74.05,1013.01,19.15,Warning: Oxygen Fatigue (Low O2)|Warning: High Humidity (Respiratory Risk),60.0
0.3,260.64,29.98,74.04,1012.99,19.14,Warning: Oxygen Fatigue (Low O2)|Warning: High Humidity (Respiratory Risk),60.0
0.29,260.64,29.99,74.04,1013.02,19.11,Warning: Oxygen Fatigue (Low O2)|Warning: High Humidity (Respiratory Risk),60.0
0.29,260.64,29.99,74.03,1013.0,19.1,Warning: Oxygen Fatigue (Low O2)|Warning: High Humidity (Respiratory Risk),60.0
0.29,260.64,30.0,74.02,1013.02,19.1,Warning: Oxygen Fatigue (Low O2)|Warning: High Humidity (Respiratory Risk),60.0
0.27,260.64,30.01,74.03,1013.06,19.11,Warning: Oxygen Fatigue (Low O2)|Warning: High Humidity (Respiratory Risk),60.0
0.29,258.75,30.02,74.02,1013.02,19.13,Warning: Oxygen Fatigue (Low O2)|Warning: High Humidity (Respiratory Risk),60.0
0.27,251.3,30.02,74.0,1013.03,19.15,Warning: Oxygen Fatigue (Low O2)|Warning: High Humidity (Respiratory Risk),60.0
0.29,258.75,30.04,73.98,1013.02,19.15,Warning: Oxygen Fatigue (Low O2)|Warning: High Humidity (Respiratory Risk),60.0
0.28,256.87,30.05,73.97,1013.05,19.13,Warning: Oxygen Fatigue (Low O2)|Warning: High Humidity (Respiratory Risk),60.0
0.27,251.3,30.05,73.95,1013.05,19.16,Warning: Oxygen Fatigue (Low O2)|Warning: High Humidity (Respiratory Risk),60.0
0.27,255.93,30.06,73.95,1013.02,19.18,Warning: Oxygen Fatigue (Low O2)|Warning: High Humidity (Respiratory Risk),60.0
0.27,249.47,30.06,73.96,1013.03,19.2,Warning: Oxygen Fatigue (Low O2)|Warning: High Humidity (Respiratory Risk),60.0
0.29,258.75,30.07,73.95,1013.05,19.16,Warning: Oxygen Fatigue (Low O2)|Warning: High Humidity (Respiratory Risk),60.0
0.29,260.64,30.08,73.93,1013.1,19.15,Warning: Oxygen Fatigue (Low O2)|Warning: High Humidity (Respiratory Risk),60.0
0.27,258.75,30.08,73.93,1013.06,19.13,Warning: Oxygen Fatigue (Low O2)|Warning: High Humidity (Respiratory Risk),60.0
0.27,249.47,30.08,73.94,1013.07,19.14,Warning: Oxygen Fatigue (Low O2)|Warning: High Humidity (Respiratory Risk),60.0
0.27,246.74,30.08,73.93,1013.09,19.16,Warning: Oxygen Fatigue (Low O2)|Warning: High Humidity (Respiratory Risk),60.0
0.29,260.64,30.09,73.9,1013.08,19.15,Warning: Oxygen Fatigue (Low O2)|Warning: High Humidity (Respiratory Risk),60.0
0.28,247.65,30.1,73.89,1013.09,19.19,Warning: Oxygen Fatigue (Low O2)|Warning: High Humidity (Respiratory Risk),60.0
0.27,253.14,30.1,73.89,1013.11,19.23,Warning: Oxygen Fatigue (Low O2)|Warning: High Humidity (Respiratory Risk),60.0
0.28,255.0,30.1,73.94,1013.09,19.26,Warning: Oxygen Fatigue (Low O2)|Warning: High Humidity (Respiratory Risk),60.0
0.3,260.64,30.09,73.99,1013.07,19.2,Warning: Oxygen Fatigue (Low O2)|Warning: High Humidity (Respiratory Risk),60.0
0.29,260.64,30.08,74.03,1013.03,19.13,Warning: Oxygen Fatigue (Low O2)|Warning: High Humidity (Respiratory Risk),60.0
0.29,260.64,30.08,74.04,1013.04,19.1,Warning: Oxygen Fatigue (Low O2)|Warning: High Humidity (Respiratory Risk),60.0
0.3,260.64,30.08,74.04,1013.04,19.08,Warning: Oxygen Fatigue (Low O2)|Warning: High Humidity (Respiratory Risk),60.0
0.3,260.64,30.08,74.02,1013.05,19.09,Warning: Oxygen Fatigue (Low O2)|Warning: High Humidity (Respiratory Risk),60.0
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),60.0
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),60.0
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),60.0
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),60.0
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),60.0
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),60.0
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),60.0
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),60.0
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),60.0
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),60.0
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),60.0
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),60.0
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),60.0
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),60.0
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),60.0
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),60.0
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),60.0
0.31,196.56,31.09,67.73,1012.02,19.24,Warning: Oxygen Fatigue (Low O2),60.0
0.29,189.95,31.09,67.74,1012.0,19.22,Warning: Oxygen Fatigue (Low O2),60.0
0.28,195.89,31.09,67.74,1012.02,19.21,Warning: Oxygen Fatigue (Low O2),60.0
0.29,189.95,31.08,67.75,1011.99,19.18,Warning: Oxygen Fatigue (Low O2),60.0
0.27,191.91,31.08,67.75,1012.02,19.16,Warning: Oxygen Fatigue (Low O2),60.0
0.27,202.71,31.08,67.76,1012.02,19.17,Warning: Oxygen Fatigue (Low O2),60.0
0.25,187.37,31.07,67.77,1011.99,19.18,Warning: Oxygen Fatigue (Low O2),60.0
0.26,187.37,31.07,67.78,1012.0,19.19,Warning: Oxygen Fatigue (Low O2),60.0
0.25,189.95,31.07,67.78,1012.02,19.19,Warning: Oxygen Fatigue (Low O2),60.0
0.25,193.89,31.06,67.79,1012.01,19.23,Warning: Oxygen Fatigue (Low O2),60.0
0.24,185.46,31.06,67.81,1012.02,19.23,Warning: Oxygen Fatigue (Low O2),60.0
0.23,164.51,31.06,67.81,1012.04,19.23,Warning: Oxygen Fatigue (Low O2),60.0
0.23,173.78,31.06,67.81,1012.0,19.2,Warning: Oxygen Fatigue (Low O2),60.0
0.24,169.08,31.06,67.81,1012.03,19.2,Warning: Oxygen Fatigue (Low O2),60.0
0.25,167.35,31.06,67.82,1012.01,19.16,Warning: Oxygen Fatigue (Low O2),60.0
0.23,163.95,31.06,67.82,1012.01,19.15,Warning: Oxygen Fatigue (Low O2),60.0
0.23,164.51,31.05,67.83,1012.0,19.15,Warning: Oxygen Fatigue (Low O2),60.0
0.22,172.0,31.05,67.83,1012.0,19.16,Warning: Oxygen Fatigue (Low O2),60.0
0.22,163.39,31.05,67.83,1012.02,19.17,Warning: Oxygen Fatigue (Low O2),60.0
0.22,162.27,31.05,67.83,1012.03,19.16,Warning: Oxygen Fatigue (Low O2),60.0
0.22,160.06,31.05,67.85,1012.01,19.18,Warning: Oxygen Fatigue (Low O2),60.0
0.22,163.39,31.04,67.86,1012.02,19.16,Warning: Oxygen Fatigue (Low O2),60.0
0.21,156.26,31.04,67.86,1012.01,19.17,Warning: Oxygen Fatigue (Low O2),60.0
0.21,157.88,31.04,67.87,1012.03,19.17,Warning: Oxygen Fatigue (Low O2),60.0
0.2,158.42,31.04,67.88,1012.01,19.19,Warning: Oxygen Fatigue (Low O2),60.0
0.19,158.42,31.04,67.88,1012.04,19.19,Warning: Oxygen Fatigue (Low O2),60.0
0.2,154.66,31.04,67.88,1012.04,19.18,Warning: Oxygen Fatigue (Low O2),60.0
0.2,154.13,31.04,67.88,1011.98,19.15,Warning: Oxygen Fatigue (Low O2),60.0
0.19,154.66,31.04,67.87,1011.98,19.14,Warning: Oxygen Fatigue (Low O2),60.0
0.18,155.73,31.05,67.86,1012.01,19.16,Warning: Oxygen Fatigue (Low O2),60.0
0.18,149.96,31.05,67.84,1012.01,19.18,Warning: Oxygen Fatigue (Low O2),60.0
0.16,149.96,31.05,67.83,1012.01,19.15,Warning: Oxygen Fatigue (Low O2),60.0
0.16,149.96,31.05,67.82,1011.98,19.14,Warning: Oxygen Fatigue (Low O2),60.0
0.16,147.92,31.04,67.82,1012.01,19.12,Warning: Oxygen Fatigue (Low O2),60.0
0.16,165.07,31.04,67.81,1012.01,19.17,Warning: Oxygen Fatigue (Low O2),60.0
0.16,143.42,31.04,67.81,1011.99,19.16,Warning: Oxygen Fatigue (Low O2),60.0
0.16,156.8,31.04,67.8,1012.01,19.17,Warning: Oxygen Fatigue (Low O2),60.0
0.15,147.92,31.04,67.8,1012.02,19.16,Warning: Oxygen Fatigue (Low O2),60.0
0.14,133.43,31.03,67.8,1012.0,19.18,Warning: Oxygen Fatigue (Low O2),60.0
0.14,132.51,31.03,67.8,1012.01,19.18,Warning: Oxygen Fatigue (Low O2),60.0
0.14,132.97,31.03,67.81,1012.01,19.15,Warning: Oxygen Fatigue (Low O2),60.0
0.14,132.51,31.02,67.81,1012.03,19.12,Warning: Oxygen Fatigue (Low O2),60.0
0.14,131.15,31.02,67.82,1012.0,19.12,Warning: Oxygen Fatigue (Low O2),60.0
0.12,126.72,31.01,67.84,1012.03,19.16,Warning: Oxygen Fatigue (Low O2),60.0
0.12,127.15,31.01,67.85,1011.97,19.16,Warning: Oxygen Fatigue (Low O2),60.0
0.12,120.33,31.01,67.86,1012.0,19.14,Warning: Oxygen Fatigue (Low O2),60.0
0.12,123.7,31.01,67.88,1012.02,19.14,Warning: Oxygen Fatigue (Low O2),60.0
0.12,128.47,31.01,67.89,1012.01,19.18,Warning: Oxygen Fatigue (Low O2),60.0
0.12,125.85,31.01,67.9,1011.99,19.17,Warning: Oxygen Fatigue (Low O2),60.0
0.12,126.72,31.01,67.91,1011.99,19.17,Warning: Oxygen Fatigue (Low O2),60.0
0.12,125.85,31.01,67.91,1012.01,19.13,Warning: Oxygen Fatigue (Low O2),60.0
0.12,125.41,31.01,67.91,1011.98,19.15,Warning: Oxygen Fatigue (Low O2),60.0
0.12,124.55,31.01,67.9,1012.02,19.17,Warning: Oxygen Fatigue (Low O2),60.0
0.11,123.7,31.01,67.89,1012.02,19.17,Warning: Oxygen Fatigue (Low O2),60.0
0.11,124.12,31.01,67.89,1012.01,19.15,Warning: Oxygen Fatigue (Low O2),60.0
0.11,120.75,31.01,67.89,1011.99,19.15,Warning: Oxygen Fatigue (Low O2),60.0
0.11,121.16,31.01,67.89,1012.0,19.15,Warning: Oxygen Fatigue (Low O2),60.0
0.11,121.58,31.02,67.88,1012.03,19.17,Warning: Oxygen Fatigue (Low O2),60.0
0.1,119.92,31.02,67.88,1012.02,19.16,Warning: Oxygen Fatigue (Low O2),60.0
0.1,113.08,31.02,67.87,1012.02,19.16,Warning: Oxygen Fatigue (Low O2),60.0
0.1,113.87,31.01,67.86,1012.0,19.14,Warning: Oxygen Fatigue (Low O2),60.0
0.1,112.69,31.01,67.87,1012.04,19.15,Warning: Oxygen Fatigue (Low O2),60.0
0.09,109.24,31.01,67.87,1012.01,19.15,Warning: Oxygen Fatigue (Low O2),60.0
0.09,108.87,31.01,67.87,1012.05,19.19,Warning: Oxygen Fatigue (Low O2),60.0
0.09,108.87,31.0,67.88,1012.0,19.18,Warning: Oxygen Fatigue (Low O2),60.0
0.09,108.49,31.0,67.88,1012.0,19.16,Warning: Oxygen Fatigue (Low O2),60.0
0.09,103.72,30.99,67.89,1012.0,19.12,Warning: Oxygen Fatigue (Low O2),60.0
0.09,103.36,30.99,67.9,1012.01,19.14,Warning: Oxygen Fatigue (Low O2),60.0
0.08,101.23,30.98,67.91,1012.01,19.16,Warning: Oxygen Fatigue (Low O2),60.0
0.09,103.36,30.98,67.93,1012.01,19.16,Warning: Oxygen Fatigue (Low O2),60.0
0.09,103.36,30.97,67.94,1012.0,19.14,Warning: Oxygen Fatigue (Low O2),60.0
0.08,104.8,30.97,67.96,1011.99,19.12,Warning: Oxygen Fatigue (Low O2),60.0
0.08,103.72,30.97,67.99,1012.01,19.13,Warning: Oxygen Fatigue (Low O2),60.0
0.08,101.58,30.97,68.01,1012.02,19.18,Warning: Oxygen Fatigue (Low O2),60.0
0.09,101.58,30.97,68.03,1012.03,19.19,Warning: Oxygen Fatigue (Low O2),60.0
0.08,100.53,30.97,68.05,1011.99,19.18,Warning: Oxygen Fatigue (Low O2),60.0
0.08,99.84,30.97,68.07,1011.98,19.15,Warning: Oxygen Fatigue (Low O2),60.0
0.08,103.36,30.97,68.09,1011.98,19.11,Warning: Oxygen Fatigue (Low O2),60.0
0.08,101.23,30.97,68.11,1012.01,18.16,Warning: Oxygen Fatigue (Low O2),60.0
0.08,101.58,30.97,68.13,1012.0,18.14,Warning: Oxygen Fatigue (Low O2),60.0
0.09,107.37,30.97,68.15,1012.01,18.17,Warning: Oxygen Fatigue (Low O2),60.0
0.08,107.37,30.97,68.17,1012.0,19.1,Warning: Oxygen Fatigue (Low O2),60.0
0.09,100.53,30.97,68.19,1012.0,19.11,Warning: Oxygen Fatigue (Low O2),60.0
0.08,101.58,30.98,68.2,1011.94,19.12,Warning: Oxygen Fatigue (Low O2),60.0
0.08,103.72,30.98,68.21,1012.0,19.11,Warning: Oxygen Fatigue (Low O2),60.0
0.08,99.84,30.98,68.21,1011.97,19.13,Warning: Oxygen Fatigue (Low O2),60.0
0.08,96.77,30.98,68.2,1011.99,19.13,Warning: Oxygen Fatigue (Low O2),60.0
0.08,97.44,30.98,68.2,1011.99,19.12,Warning: Oxygen Fatigue (Low O2),60.0
0.08,97.44,30.98,68.2,1011.99,19.12,Warning: Oxygen Fatigue (Low O2),60.0
0.07,96.1,30.98,68.2,1012.02,19.14,Warning: Oxygen Fatigue (Low O2),60.0
0.08,97.44,30.98,68.2,1012.01,19.12,Warning: Oxygen Fatigue (Low O2),60.0
0.07,96.43,30.99,68.19,1011.99,19.1,Warning: Oxygen Fatigue (Low O2),60.0
0.08,98.12,30.99,68.18,1011.99,19.04,Warning: Oxygen Fatigue (Low O2),60.0
0.07,95.43,30.99,68.17,1011.97,19.05,Warning: Oxygen Fatigue (Low O2),60.0
0.07,94.12,30.99,68.16,1011.99,19.04,Warning: Oxygen Fatigue (Low O2),60.0
0.08,98.12,30.99,68.15,1011.99,19.09,Warning: Oxygen Fatigue (Low O2),60.0
0.07,96.77,31.0,68.14,1011.99,19.1,Warning: Oxygen Fatigue (Low O2),60.0
0.07,93.79,31.0,68.14,1012.0,19.1,Warning: Oxygen Fatigue (Low O2),60.0
0.07,95.77,31.0,68.13,1011.96,19.08,Warning: Oxygen Fatigue (Low O2),60.0
0.07,93.79,31.0,68.12,1011.99,19.06,Warning: Oxygen Fatigue (Low O2),60.0
0.07,94.12,31.0,68.1,1012.03,19.09,Warning: Oxygen Fatigue (Low O2),60.0
0.07,95.43,31.01,68.08,1012.04,19.11,Warning: Oxygen Fatigue (Low O2),60.0
0.07,93.79,31.01,68.07,1012.03,19.12,Warning: Oxygen Fatigue (Low O2),60.0
0.07,94.12,31.01,68.07,1012.0,19.11,Warning: Oxygen Fatigue (Low O2),60.0
0.07,91.85,31.02,68.09,1011.99,19.05,Warning: Oxygen Fatigue (Low O2),60.0
0.07,90.9,31.02,68.08,1012.0,19.03,Warning: Oxygen Fatigue (Low O2),60.0
0.07,94.12,31.03,68.06,1012.0,19.04,Warning: Oxygen Fatigue (Low O2),60.0
0.06,89.64,31.03,68.04,1012.0,19.09,Warning: Oxygen Fatigue (Low O2),60.0
0.06,95.43,31.03,68.02,1012.02,19.1,Warning: Oxygen Fatigue (Low O2),60.0
0.06,90.58,31.03,68.01,1012.01,19.09,Warning: Oxygen Fatigue (Low O2),60.0
0.07,90.58,31.03,67.97,1011.98,19.1,Warning: Oxygen Fatigue (Low O2),60.0
